"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}";
/media.en?q=&sf=created&so=down&max=10&offset=140;20100610;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20100615;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20100622;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20100919;0;1;28.0;1;28.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101014;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101025;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101118;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101119;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101123;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101124;0;1;7.0;8;49.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101125;0;1;10.0;5;50.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20101230;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=140;20110107;0;1;5.5;2;11.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=140;20110304;0;1;8.0;2;16.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20100610;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20100615;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20100728;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20100919;0;1;26.0;1;26.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101014;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101025;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101119;0;1;6.0;2;12.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101123;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101124;0;1;6.4;10;64.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101125;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101222;0;2;59.0;2;118.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=150;20101230;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20110107;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20110225;1;1;16.0;1;16.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20110304;0;1;10.333.333.333.333.300;3;31.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=150;20110703;1;1;24.4;6;122.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20100610;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20100615;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101006;0;1;264.5;2;529.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101014;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101025;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101026;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101119;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101123;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101124;0;1;4.333.333.333.333.330;13;52.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=160;20101230;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20110107;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=160;20110304;0;1;14.0;2;28.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20100610;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20100615;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101006;0;1;16.0;3;48.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101014;0;1;22.0;1;22.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101025;0;1;10.5;2;21.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101026;0;1;57.0;2;57.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101119;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101123;0;1;5.75;8;46.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101124;0;1;4.555.555.555.555.550;9;41.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=170;20101230;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20110107;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=170;20110304;0;1;9.571.428.571.428.570;7;67.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20100610;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20100615;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101006;0;1;11.0;3;33.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101014;0;1;15.0;1;15.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101020;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101025;0;1;8.0;2;16.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101026;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101123;0;1;7.333.333.333.333.330;12;88.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101222;0;1;17.0;2;17.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20101230;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=180;20110304;0;1;4.5;8;36.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20100610;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101006;0;1;10.666.666.666.666.600;3;32.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101014;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101020;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101022;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101025;0;1;5.875;8;47.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101026;1;1;17.25;4;69.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101027;0;1;13.5;2;27.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101118;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=190;20101123;0;1;4.153.846.153.846.150;13;54.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=190;20110107;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20100624;0;1;623.5;2;1247.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=20;20100706;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20100730;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20100919;0;1;31.0;1;31.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101025;0;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101027;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101203;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101222;0;1;3.5;2;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101223;0;1;7.333.333.333.333.330;4;22.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101228;0;1;5.625;16;90.0;4;
/media.en?q=&sf=created&so=down&max=10&offset=20;20101230;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20110107;0;1;6.5;2;13.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=20;20110108;0;1;16.0;1;16.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20110218;1;1;17.0;1;17.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=20;20110304;0;1;3.6;5;18.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20100610;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20100728;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101005;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101006;0;1;24.0;11;264.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101014;0;1;9.0;1;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101020;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101022;0;1;102.5;2;205.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101025;0;1;5.5;12;66.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101026;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101027;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101118;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101119;0;1;7.0;13;91.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=200;20101123;0;1;5.0;2;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20100610;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101006;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101014;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101020;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101022;0;1;10.2;16;153.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101025;0;1;5.0;2;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101103;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101118;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101119;0;1;33.5;16;536.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101123;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=210;20101222;0;1;19.0;1;19.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20100610;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101006;0;1;17.0;1;17.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101014;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101020;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101021;0;2;5.833.333.333.333.330;6;35.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101022;0;1;5.444.444.444.444.440;9;49.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101025;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101103;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101104;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101118;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101119;0;1;5.166.666.666.666.660;18;93.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=220;20101123;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=220;20110107;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20100610;0;1;4.5;2;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101006;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101014;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101020;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101021;0;2;5.0;4;20.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101022;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101025;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101102;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101103;0;1;5.5;2;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101104;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101118;0;1;85.8;5;429.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=230;20101119;0;1;7.454.545.454.545.450;11;82.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101006;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101014;0;1;13.0;1;13.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101020;0;1;5.454.545.454.545.450;11;60.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101021;0;2;8.333.333.333.333.330;4;25.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101022;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101102;0;1;6.0;2;12.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101103;0;2;42.0;5;210.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101104;0;1;5.0;2;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101105;0;1;17.0;2;34.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101110;0;2;5.492.307.692.307.690;13;714.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101116;0;1;5.111.111.111.111.110;9;46.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=240;20101118;0;1;3.405.882.352.941.170;17;579.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=240;20110304;0;1;17.0;1;17.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101006;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101014;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101020;0;1;49.642.857.142.857.100;14;695.0;5;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101021;0;1;4.0;2;8.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101103;0;1;4.666.666.666.666.660;9;42.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101104;0;1;469.5;2;939.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101105;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101110;0;1;8.0;3;24.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101116;0;1;4.777.777.777.777.770;9;43.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101117;0;1;3.75;4;15.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=250;20101118;0;1;40.0;17;680.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=250;20110107;0;1;277.0;1;277.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101005;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101006;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101014;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101015;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101020;0;1;5.176.470.588.235.290;18;88.0;4;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101102;0;1;8.4;5;42.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101103;0;1;33.333.333.333.333.300;3;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101110;0;1;5.5;2;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101116;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101117;0;1;301.0;3;903.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=260;20101118;0;1;6.333.333.333.333.330;3;19.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=260;20110310;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20100216;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20100624;0;1;55.0;2;110.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101005;0;1;9.0;4;36.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101006;0;1;12.0;1;12.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101014;0;1;5.428.571.428.571.420;7;38.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101015;0;1;13.785.714.285.714.200;7;965.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101019;0;1;33.333.333.333.333.300;4;10.0;3;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101020;0;1;3.625;8;29.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101021;0;1;1.0;1;1.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101031;1;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101102;0;1;4.666.666.666.666.660;3;14.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=270;20101110;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=275;20101014;1;1;14.0;1;14.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=280;20100419;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=280;20100610;0;1;2.0;2;4.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=280;20100728;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=280;20100928;1;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=280;20101005;0;1;11.0;3;33.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=280;20101014;0;1;4.5;2;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=280;20101110;0;1;3.0;2;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=290;20101014;0;1;9.0;1;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=290;20101103;0;1;1.0;2;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20100706;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20100730;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20100919;0;1;19.0;1;19.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101005;0;1;17.0;1;17.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101025;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101027;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101126;0;1;14.0;1;14.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101130;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101203;0;1;5.5;2;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101222;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101228;0;1;5.333.333.333.333.330;13;64.0;4;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101229;0;1;8.0;3;24.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20101230;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=30;20110107;0;1;5.5;2;11.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=30;20110108;0;1;23.0;1;23.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=300;20100217;0;1;2.0;1;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=300;20101014;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=310;20100728;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=310;20101014;0;1;3.0;2;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=320;20101014;0;1;12.0;1;12.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=340;20110304;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=350;20100728;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=350;20101014;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=380;20100728;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=390;20100607;0;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20100706;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20100919;0;1;14.0;1;14.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101005;0;1;13.0;1;13.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101119;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101123;0;1;9.0;1;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101126;0;1;9.0;1;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101130;0;1;2.0;1;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101203;0;1;17.833.333.333.333.300;6;107.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101222;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101225;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101228;0;1;23.0;1;23.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101229;0;1;5.125;8;41.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20101230;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=40;20110107;0;1;5.0;3;15.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=410;20100413;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=410;20100610;0;1;2.0;1;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=410;20100728;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=420;20100419;0;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=420;20101005;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=420;20101014;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=420;20101103;0;1;3.0;1;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20100516;1;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20100531;1;1;24.0;1;24.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20101014;0;1;3.0;2;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20101015;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20101104;0;1;1.5;2;3.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20110307;0;1;12.0;1;12.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=430;20110310;0;1;15.0;1;15.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=440;20100216;0;1;10.0;1;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=440;20100331;1;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=440;20100615;0;1;2.0;1;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=440;20100616;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=440;20100709;0;1;2.0;1;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=440;20101014;0;1;5.0;2;10.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=480;20100216;0;1;40.0;1;40.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=480;20100614;0;1;11.0;1;11.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20100615;0;1;0.0;1;0.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20100706;0;1;7.0;2;14.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20100919;0;1;24.0;1;24.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101005;0;1;13.0;1;13.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101021;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101025;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101123;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101126;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101130;0;1;5.0;1;5.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101203;0;1;5.428.571.428.571.420;7;38.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101222;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101225;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101229;0;1;4.4;5;22.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20101230;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=50;20110107;0;1;7.333.333.333.333.330;3;22.0;2;
/media.en?q=&sf=created&so=down&max=10&offset=560;20101015;0;1;9.0;1;9.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=580;20101202;0;1;1408.0;1;1408.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=580;20101203;0;1;2.0;1;2.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=580;20101222;0;1;8.0;1;8.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=590;20110304;0;1;7.0;1;7.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=60;20100603;0;1;384.0;1;384.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=60;20100615;0;1;4.0;1;4.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=60;20100706;0;1;8.0;2;16.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=60;20100728;0;1;6.0;1;6.0;1;
/media.en?q=&sf=created&so=down&max=10&offset=60;20100919;0;1;23.0;1;23.0;1;
