"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:visitLength""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}"
/;20111206;242;1;1;19.0;1;19.0;1
/;20111206;25;1;1;9.0;1;9.0;1
/;20111206;28;1;1;17.0;2;17.0;1
/;20111206;30;1;1;18.0;1;18.0;1
/;20111206;361;1;1;361.0;1;361.0;1
/;20111206;37;1;1;37.0;1;37.0;1
/;20111206;4;1;1;4.0;1;4.0;1
/;20111206;421;0;1;0.0;1;0.0;1
/;20111206;70;1;1;50.0;1;50.0;1
/;20111206;71;1;1;71.0;1;71.0;1
/;20111206;751;0;1;7.75;4;31.0;1
/;20111206;784;0;1;5.5;2;11.0;1
/;20111206;8;1;1;8.0;1;8.0;1
/;20111206;858;1;1;36.0;2;72.0;1
/;20111206;9;1;1;6.0;1;6.0;1
/;20111206;90;0;1;0.0;1;0.0;1
/;20111207;0;25;22;0.0;26;0.0;25
/;20111207;10;1;1;10.0;1;10.0;1
/;20111207;103;0;1;8.0;1;8.0;1
/;20111207;1050;0;1;18.0;1;18.0;1
/;20111207;1236;1;1;17.0;1;17.0;1
/;20111207;125;1;1;14.0;1;14.0;1
/;20111207;14;1;1;23.333.333.333.333.300;3;7.0;1
/;20111207;15;1;1;15.0;1;15.0;1
/;20111207;153;0;1;0.0;1;0.0;1
/;20111207;18;1;1;7.0;1;7.0;1
/;20111207;194;1;1;194.0;2;194.0;1
/;20111207;2034;0;1;184.5;2;369.0;1
/;20111207;21;1;1;12.0;1;12.0;1
/;20111207;2472;1;1;94.75;4;379.0;1
/;20111207;2667;1;1;26.5;2;53.0;1
/;20111207;286;1;1;25.0;1;25.0;1
/;20111207;3;0;1;0.0;1;0.0;1
/;20111207;31;2;2;15.333.333.333.333.300;4;46.0;2
/;20111207;336;0;1;204.0;1;204.0;1
/;20111207;35;1;1;35.0;1;35.0;1
/;20111207;37;2;2;26.0;2;52.0;2
/;20111207;435;1;1;245.0;1;245.0;1
/;20111207;44;1;1;30.0;1;30.0;1
/;20111207;51;1;1;23.0;2;23.0;1
/;20111207;536;0;1;9.0;1;9.0;1
/;20111207;539;1;1;491.0;1;491.0;1
/;20111207;6;1;1;6.0;2;6.0;1
/;20111207;61;1;1;55.0;1;55.0;1
/;20111207;620;1;1;310.0;2;620.0;1
/;20111207;64;1;1;64.0;1;64.0;1
/;20111207;6688;1;1;35.835.714.285.714.200;14;5017.0;1
/;20111207;68;0;1;22.0;1;22.0;1
/;20111207;7;1;1;7.0;1;7.0;1
/;20111207;72;1;1;49.0;1;49.0;1
/;20111207;79;1;1;3.0;1;3.0;1
/;20111207;8;1;1;8.0;1;8.0;1
/;20111207;80;1;1;5.0;1;5.0;1
/;20111207;9;1;1;9.0;1;9.0;1
/;20111208;0;23;14;0.0;23;0.0;23
/;20111208;1182;1;1;1176.0;1;1176.0;1
/;20111208;12;1;1;7.0;1;7.0;1
/;20111208;1207;0;1;21.0;1;21.0;1
/;20111208;125;1;1;13.0;1;13.0;1
/;20111208;13;1;1;13.0;1;13.0;1
/;20111208;1329;1;1;8.5;2;17.0;1
/;20111208;141;1;1;47.0;1;47.0;1
/;20111208;149;1;1;12.0;2;24.0;1
/;20111208;1598;0;1;4.0;4;16.0;1
/;20111208;17;1;1;17.0;2;17.0;1
/;20111208;191;1;1;15.0;1;15.0;1
/;20111208;2346;1;1;14.0;2;28.0;1
/;20111208;24;1;1;17.0;1;17.0;1
/;20111208;27;1;2;19.0;2;38.0;2
/;20111208;2740;0;1;26.0;1;26.0;1
/;20111208;30;1;1;11.0;2;11.0;1
/;20111208;32;1;1;13.0;1;13.0;1
/;20111208;33;1;1;5.333.333.333.333.330;4;16.0;1
/;20111208;419;1;1;16.0;1;16.0;1
/;20111208;44;2;2;19.0;3;57.0;2
/;20111208;65;1;2;65.0;2;65.0;2
/;20111208;712;1;1;45.5;2;91.0;1
/;20111208;81;1;1;36.0;3;72.0;1
/;20111208;87;1;1;61.0;1;61.0;1
/;20111208;93;1;1;14.0;1;14.0;1
/;20111208;98;1;1;10.0;1;10.0;1
/;20111209;0;25;19;0.0;25;0.0;25
/;20111209;1;1;1;1.0;2;1.0;1
/;20111209;108;1;1;44.0;1;44.0;1
/;20111209;1144;1;1;16.666.666.666.666.600;4;5.0;1
/;20111209;120;1;1;41.0;1;41.0;1
/;20111209;14;1;1;14.0;1;14.0;1
/;20111209;1504;1;1;1504.0;2;1504.0;1
/;20111209;1512;0;1;18.0;1;18.0;1
/;20111209;177;1;1;77.5;2;155.0;1
/;20111209;1811;1;1;7.5;2;15.0;1
/;20111209;19;2;2;19.0;2;38.0;2
/;20111209;20;1;1;9.0;2;9.0;1
/;20111209;22;0;1;4.5;2;9.0;1
/;20111209;254;1;1;14.0;1;14.0;1
/;20111209;30;1;1;20.0;2;20.0;1
/;20111209;32;1;1;6.0;1;6.0;1
/;20111209;33;1;1;22.0;1;22.0;1
/;20111209;3379;1;1;5.25;4;21.0;1
/;20111209;3554;1;1;18.0;1;18.0;1
/;20111209;40;1;1;7.0;1;7.0;1
/;20111209;419;0;1;7.0;1;7.0;1
/;20111209;43;1;1;43.0;1;43.0;1
/;20111209;430;0;1;29.0;1;29.0;1
/;20111209;460;1;1;25.0;1;25.0;1
/;20111209;56;0;1;9.0;1;9.0;1
/;20111209;562;1;1;11.0;2;22.0;1
/;20111209;60;1;1;14.0;1;14.0;1
/;20111209;67;1;1;67.0;2;67.0;1
/;20111209;8;1;1;4.0;1;4.0;1
/;20111209;90;0;1;4.0;1;4.0;1
/;20111209;93;1;1;93.0;1;93.0;1
/;20111210;0;16;12;0.0;16;0.0;16
/;20111210;128;1;1;69.0;2;69.0;1
/;20111210;13;1;1;13.0;1;13.0;1
/;20111210;159;1;1;11.0;1;11.0;1
/;20111210;1660;1;1;36.25;5;145.0;1
/;20111210;17;2;2;17.0;4;34.0;2
/;20111210;210;1;1;19.0;1;19.0;1
/;20111210;211;1;1;60.0;1;60.0;1
/;20111210;28;1;1;13.0;2;13.0;1
/;20111210;420;1;1;11.0;1;11.0;1
/;20111210;449;0;1;13.0;1;13.0;1
/;20111210;462;1;1;11.0;3;33.0;1
/;20111210;470;0;1;19.666.666.666.666.600;3;59.0;1
/;20111210;6;1;1;6.0;1;6.0;1
/;20111210;65;1;1;17.0;1;17.0;1
/;20111210;67;1;1;33.5;2;67.0;1
/;20111210;81;1;1;15.666.666.666.666.600;3;47.0;1
/;20111210;99;1;1;67.0;1;67.0;1
/;20111211;0;17;11;0.0;17;0.0;17
/;20111211;1084;0;1;5.0;1;5.0;1
/;20111211;124;1;1;14.0;1;14.0;1
/;20111211;16;1;1;16.0;1;16.0;1
/;20111211;17;1;1;14.0;2;14.0;1
/;20111211;25;1;1;18.0;1;18.0;1
/;20111211;2515;1;1;8.0;1;8.0;1
/;20111211;26;2;2;19.0;2;38.0;2
/;20111211;276;1;1;16.0;1;16.0;1
/;20111211;37;1;1;15.0;1;15.0;1
/;20111211;4;1;1;4.0;1;4.0;1
/;20111211;4615;0;1;87.0;2;174.0;1
/;20111211;549;1;1;257.0;3;514.0;1
/;20111211;56;1;1;20.5;3;41.0;1
/;20111211;6;1;1;6.0;2;6.0;1
/;20111211;613;0;1;7.0;1;7.0;1
/;20111211;6688;1;1;6.733.333.333.333.330;3;202.0;1
/;20111211;8;1;1;8.0;1;8.0;1
/;20111211;81;1;1;14.0;1;14.0;1
/;20111212;0;26;24;0.0;26;0.0;26
/;20111212;105;1;1;86.0;1;86.0;1
/;20111212;1115;1;1;11.0;2;11.0;1
/;20111212;12;1;1;12.0;1;12.0;1
/;20111212;1235;1;1;8.5;2;17.0;1
/;20111212;1259;0;1;56.25;4;225.0;1
/;20111212;1262;0;1;19.0;1;19.0;1
/;20111212;146;1;1;10.0;1;10.0;1
/;20111212;15;2;2;12.5;2;25.0;2
/;20111212;16;1;1;16.0;1;16.0;1
/;20111212;161;1;1;161.0;1;161.0;1
/;20111212;162;0;1;0.0;1;0.0;1
/;20111212;172;1;1;172.0;2;172.0;1
/;20111212;177;0;1;175.0;1;175.0;1
/;20111212;1817;1;1;12.5;4;50.0;1
/;20111212;195;1;1;81.0;1;81.0;1
/;20111212;202;1;1;14.0;4;42.0;1
/;20111212;21;2;2;14.0;2;28.0;2
/;20111212;216;1;1;175.0;1;175.0;1
/;20111212;2169;1;1;20.666.666.666.666.600;3;62.0;1
/;20111212;22;1;1;13.0;1;13.0;1
/;20111212;23;1;1;9.0;1;9.0;1
/;20111212;25;2;2;16.0;2;32.0;2
/;20111212;26;1;1;14.0;1;14.0;1
/;20111212;29;1;1;29.0;1;29.0;1
/;20111212;30;1;1;7.0;1;7.0;1
/;20111212;303;1;1;277.0;2;277.0;1
/;20111212;324;1;1;19.0;1;19.0;1
/;20111212;335;1;1;54.0;3;108.0;1
/;20111212;37;2;2;7.0;3;14.0;2
/;20111212;3730;1;1;7.157.142.857.142.850;7;501.0;1
/;20111212;42;1;1;32.0;1;32.0;1
/;20111212;46;1;1;46.0;1;46.0;1
/;20111212;5;1;1;5.0;1;5.0;1
/;20111212;57;1;1;14.0;1;14.0;1
/;20111212;6;1;1;6.0;1;6.0;1
/;20111212;633;1;1;11.0;1;11.0;1
/;20111212;75;1;1;38.0;1;38.0;1
/;20111212;81;1;1;28.0;2;28.0;1
/;20111212;84;1;1;84.0;1;84.0;1
/;20111213;0;31;29;0.0;31;0.0;31
/;20111213;11;1;1;11.0;1;11.0;1
/;20111213;1123;1;1;1123.0;1;1123.0;1
/;20111213;113;1;1;4.75;4;19.0;1
/;20111213;127;1;1;127.0;2;127.0;1
/;20111213;131;0;1;5.5;2;11.0;1
/;20111213;1458;0;1;0.0;1;0.0;1
/;20111213;146;1;1;15.0;1;15.0;1
/;20111213;1488;0;1;11.0;2;22.0;1
/;20111213;150;1;1;7.0;1;7.0;1
/;20111213;1558;0;1;0.0;1;0.0;1
/;20111213;1592;0;1;0.0;1;0.0;1
/;20111213;1615;0;1;0.0;1;0.0;1
/;20111213;168;1;1;154.0;1;154.0;1
/;20111213;17;1;1;10.0;1;10.0;1
/;20111213;18;1;1;9.0;2;18.0;1
/;20111213;1848;0;1;203.0;1;203.0;1
/;20111213;188;0;1;129.0;1;129.0;1
/;20111213;194;1;1;15.0;2;15.0;1
/;20111213;2356;1;1;18.5;2;37.0;1
/;20111213;2361;0;1;1295.0;2;1295.0;1
/;20111213;2376;1;1;15.5;2;31.0;1
/;20111213;2595;1;1;11.0;2;22.0;1
/;20111213;26;1;1;17.0;1;17.0;1
/;20111213;309;0;1;9.0;2;18.0;1
/;20111213;35;1;1;26.0;2;26.0;1
/;20111213;362;2;2;5.842.857.142.857.140;7;409.0;2
/;20111213;399;0;1;0.0;1;0.0;1
/;20111213;41;1;1;41.0;1;41.0;1
/;20111213;48;1;1;35.0;1;35.0;1
/;20111213;507;1;1;62.75;4;251.0;1
/;20111213;630;0;1;14.0;1;14.0;1
/;20111213;8;2;2;5.333.333.333.333.330;3;16.0;2
/;20111213;82;1;1;10.0;1;10.0;1
/;20111213;892;0;1;10.0;1;10.0;1
/;20111213;9;1;1;9.0;1;9.0;1
/;20111213;961;0;1;0.0;1;0.0;1
/;20111214;0;24;20;0.0;25;0.0;24
/;20111214;100;1;1;49.5;2;99.0;1
/;20111214;11;1;1;9.0;1;9.0;1
/;20111214;114;1;1;10.0;1;10.0;1
/;20111214;12;1;1;9.0;2;9.0;1
/;20111214;1215;1;1;6.0;1;6.0;1
/;20111214;144;1;1;144.0;2;144.0;1
/;20111214;15;1;1;15.0;1;15.0;1
/;20111214;17;1;2;12.0;2;24.0;2
/;20111214;1942;1;1;11.0;3;22.0;1
/;20111214;243;1;1;229.0;1;229.0;1
/;20111214;25;1;1;7.0;1;7.0;1
/;20111214;255;1;1;8.0;2;16.0;1
/;20111214;285;1;1;87.0;1;87.0;1
/;20111214;29;1;1;25.0;1;25.0;1
/;20111214;306;1;1;34.25;8;274.0;1
/;20111214;338;1;1;338.0;1;338.0;1
/;20111214;353;1;1;12.0;2;12.0;1
/;20111214;36;1;1;19.0;1;19.0;1
/;20111214;426;1;1;426.0;2;426.0;1
/;20111214;43;1;1;25.0;1;25.0;1
/;20111214;57;1;1;57.0;1;57.0;1
/;20111214;61;1;1;54.0;1;54.0;1
/;20111214;65;1;1;21.0;2;42.0;1
/;20111214;712;1;1;712.0;1;712.0;1
/;20111214;72;1;1;61.0;1;61.0;1
/;20111214;837;1;1;3.0;1;3.0;1
/;20111214;92;1;1;92.0;1;92.0;1
/;20111215;0;18;18;0.0;19;0.0;18
/;20111215;10;1;1;10.0;1;10.0;1
/;20111215;100;1;1;17.0;1;17.0;1
/;20111215;104;1;1;52.0;2;104.0;1
/;20111215;120;1;1;46.5;3;93.0;1
/;20111215;145;1;2;12.5;3;25.0;2
/;20111215;16;1;1;16.0;1;16.0;1
/;20111215;165;1;1;41.0;1;41.0;1
/;20111215;2081;0;1;25.333.333.333.333.300;3;76.0;1
/;20111215;23;1;1;5.0;1;5.0;1
/;20111215;24;1;1;24.0;1;24.0;1
/;20111215;25;0;1;4.0;1;4.0;1
/;20111215;33;1;1;20.0;1;20.0;1
/;20111215;347;1;1;30.0;2;60.0;1
/;20111215;352;0;1;0.0;1;0.0;1
/;20111215;41;1;1;37.0;1;37.0;1
/;20111215;428;1;1;7.066.666.666.666.660;3;212.0;1
/;20111215;52;1;1;24.0;1;24.0;1
/;20111215;539;1;1;25.0;1;25.0;1
/;20111215;553;1;1;36.0;4;144.0;1
/;20111215;582;1;1;291.0;3;582.0;1
/;20111215;72;1;1;45.0;2;45.0;1
/;20111215;732;1;1;732.0;2;732.0;1
/;20111215;793;1;1;164.0;4;492.0;1
/;20111215;875;0;1;0.0;1;0.0;1
/;20111215;9;1;1;9.0;1;9.0;1
/;20111215;90;1;1;19.5;3;39.0;1
/;20111216;0;17;17;0.0;18;0.0;17
/;20111216;12;1;1;12.0;1;12.0;1
/;20111216;137;1;1;137.0;2;137.0;1
/;20111216;145;1;1;121.0;1;121.0;1
/;20111216;15;1;1;10.0;1;10.0;1
/;20111216;150;1;1;150.0;1;150.0;1
/;20111216;160;0;1;17.0;1;17.0;1
/;20111216;161;1;1;19.0;1;19.0;1
/;20111216;181;1;1;67.0;2;67.0;1
/;20111216;23;1;1;17.0;1;17.0;1
/;20111216;2841;0;1;21.75;4;87.0;1
/;20111216;29;1;1;15.0;1;15.0;1
/;20111216;296;0;1;203.0;1;203.0;1
/;20111216;4;0;1;0.0;1;0.0;1
/;20111216;563;1;1;29.5;2;59.0;1
/;20111216;57;1;1;8.0;2;8.0;1
/;20111216;58;1;1;54.0;2;54.0;1
/;20111216;658;1;1;18.0;4;54.0;1
/;20111216;662;1;1;3.0;1;3.0;1
/;20111216;7;1;1;7.0;1;7.0;1
/;20111216;827;1;1;13.333.333.333.333.300;4;4.0;1
/;20111216;87;1;1;9.0;1;9.0;1
/;20111216;872;1;1;14.0;1;14.0;1
/;20111217;0;12;12;0.0;12;0.0;12
/;20111217;118;0;1;58.0;1;58.0;1
/;20111217;1406;1;1;13.0;1;13.0;1
/;20111217;171;1;1;64.0;1;64.0;1
/;20111217;19;1;1;17.0;2;17.0;1
/;20111217;20;1;1;13.0;1;13.0;1
/;20111217;221;1;1;7.0;1;7.0;1
/;20111217;23;1;1;23.0;2;23.0;1
/;20111217;24;1;1;17.0;1;17.0;1
/;20111217;32;1;1;32.0;1;32.0;1
/;20111217;33;1;1;18.0;2;18.0;1
/;20111217;372;1;1;358.0;1;358.0;1
/;20111217;40;1;1;28.0;2;28.0;1
/;20111217;449;1;1;78.0;1;78.0;1
/;20111217;571;0;1;17.0;1;17.0;1
/;20111217;59;1;1;7.0;1;7.0;1
/;20111217;74;1;1;37.0;3;74.0;1
/;20111217;75;1;1;75.0;2;75.0;1
/;20111217;85;1;1;16.0;1;16.0;1
/;20111217;9;1;1;9.0;1;9.0;1
/;20111218;0;10;10;0.0;10;0.0;10
/;20111218;103;1;1;103.0;2;103.0;1
/;20111218;13;1;1;5.0;1;5.0;1
/;20111218;16;1;1;6.0;1;6.0;1
/;20111218;187;1;1;187.0;1;187.0;1
/;20111218;37;1;1;37.0;1;37.0;1
/;20111218;38;1;1;13.0;1;13.0;1
/;20111218;392;0;1;15.0;1;15.0;1
/;20111218;575;1;1;12.25;5;49.0;1
/;20111218;733;1;1;64.5;2;129.0;1
/;20111218;765;1;1;11.0;1;11.0;1
/;20111218;77;0;1;18.0;1;18.0;1
/;20111218;893;0;1;11.0;1;11.0;1
/;20111219;0;16;16;0.0;16;0.0;16
/;20111219;104;0;1;7.0;1;7.0;1
/;20111219;1184;1;1;19.733.333.333.333.300;6;1184.0;1
/;20111219;137;1;1;41.0;3;123.0;1
/;20111219;1370;1;1;46.0;1;46.0;1
/;20111219;1452;0;1;9.5;2;19.0;1
/;20111219;15;1;1;15.0;1;15.0;1
/;20111219;154;1;1;41.0;1;41.0;1
/;20111219;1547;0;1;11.0;1;11.0;1
/;20111219;163;1;1;78.0;1;78.0;1
/;20111219;1666;1;1;9.5;2;19.0;1
/;20111219;18;1;1;12.0;2;12.0;1
/;20111219;1849;0;1;7.0;1;7.0;1
/;20111219;199;0;1;22.0;1;22.0;1
/;20111219;24;1;1;9.0;2;9.0;1
/;20111219;25;1;1;14.0;1;14.0;1
/;20111219;28;1;1;7.0;1;7.0;1
/;20111219;3089;0;1;0.0;1;0.0;1
/;20111219;32;2;2;11.0;3;22.0;2
/;20111219;365;0;1;7.5;2;15.0;1
/;20111219;39;1;1;24.0;1;24.0;1
/;20111219;4;1;1;4.0;1;4.0;1
/;20111219;418;1;1;10.366.666.666.666.600;3;311.0;1
/;20111219;486;1;1;9.0;1;9.0;1
/;20111219;54;1;1;54.0;1;54.0;1
/;20111219;547;1;1;3.0;1;3.0;1
/;20111219;56;0;1;7.0;2;7.0;1
/;20111219;565;1;1;9.266.666.666.666.660;3;278.0;1
/;20111219;60;0;1;0.0;1;0.0;1
/;20111219;653;1;1;16.0;2;32.0;1
/;20111219;67;1;1;67.0;1;67.0;1
/;20111219;74;1;1;18.25;5;73.0;1
/;20111219;91;1;1;9.0;1;9.0;1
/;20111219;999;1;1;3.0;2;6.0;1
/;20111220;0;20;20;0.0;20;0.0;20
/;20111220;10;1;1;10.0;1;10.0;1
/;20111220;101;1;1;17.0;1;17.0;1
/;20111220;102;1;2;50.5;3;101.0;2
/;20111220;115;0;1;63.0;1;63.0;1
/;20111220;118;1;1;5.0;1;5.0;1
/;20111220;15;1;2;15.0;2;15.0;2
/;20111220;150;1;1;6.5;3;13.0;1
/;20111220;156;1;1;6.333.333.333.333.330;4;19.0;1
/;20111220;162;1;1;26.0;1;26.0;1
/;20111220;178;1;1;136.0;1;136.0;1
/;20111220;1796;1;1;19.0;2;38.0;1
/;20111220;183;1;1;24.0;2;24.0;1
/;20111220;195;1;1;10.0;2;20.0;1
/;20111220;2257;1;1;8.2;6;41.0;1
/;20111220;306;0;1;44.0;1;44.0;1
/;20111220;350;0;1;137.0;1;137.0;1
/;20111220;351;1;1;24.0;2;24.0;1
/;20111220;3658;1;1;21.427.272.727.272.700;11;2357.0;1
/;20111220;3950;1;1;145.375;17;2326.0;1
/;20111220;4;1;1;4.0;2;4.0;1
/;20111220;435;1;1;4.0;2;4.0;1
/;20111220;50;0;1;0.0;1;0.0;1
/;20111220;57;1;1;19.0;1;19.0;1
/;20111220;591;0;1;18.0;3;54.0;1
/;20111220;596;1;1;99.75;4;399.0;1
/;20111220;6;1;1;6.0;1;6.0;1
/;20111220;665;0;1;6.0;1;6.0;1
/;20111220;67;1;1;67.0;2;67.0;1
/;20111220;7246;1;1;112.5;16;1800.0;1
/;20111220;85;1;2;11.0;2;22.0;2
/;20111221;0;15;15;0.0;15;0.0;15
/;20111221;10;1;1;7.0;1;7.0;1
/;20111221;1009;0;1;47.0;2;47.0;1
/;20111221;108;1;1;30.0;1;30.0;1
/;20111221;11222;1;1;78.0;2;156.0;1
/;20111221;116;0;1;14.666.666.666.666.600;3;44.0;1
/;20111221;119;1;1;3.0;1;3.0;1
/;20111221;13;1;1;5.0;1;5.0;1
/;20111221;136;1;1;14.0;1;14.0;1
/;20111221;14;2;2;8.0;4;24.0;2
/;20111221;1498;0;1;214.5;2;429.0;1
/;20111221;1558;0;1;7.5;2;15.0;1
/;20111221;172;1;1;40.5;3;81.0;1
/;20111221;18;2;2;10.0;4;30.0;2
/;20111221;184;1;1;53.0;1;53.0;1
/;20111221;194;1;1;25.0;4;100.0;1
/;20111221;2;0;1;0.0;1;0.0;1
/;20111221;261;1;1;261.0;1;261.0;1
/;20111221;271;1;1;59.0;2;118.0;1
/;20111221;2799;0;1;2.606.666.666.666.660;3;782.0;1
/;20111221;3;1;1;3.0;1;3.0;1
/;20111221;36;0;1;0.0;1;0.0;1
/;20111221;376;1;1;47.5;4;190.0;1
/;20111221;4639;1;1;11.576.923.076.923.000;14;1505.0;1
/;20111221;5;1;1;5.0;1;5.0;1
/;20111221;530;1;1;17.466.666.666.666.600;4;524.0;1
/;20111221;58;1;1;14.0;1;14.0;1
/;20111221;62;1;1;55.0;1;55.0;1
/;20111221;7;1;1;7.0;1;7.0;1
/;20111221;72;0;1;9.0;1;9.0;1
/;20111221;89;1;1;15.0;1;15.0;1
/;20111221;99;1;1;12.0;1;12.0;1
/;20111222;0;17;16;0.0;17;0.0;17
/;20111222;1055;1;1;10.714.285.714.285.700;8;75.0;1
/;20111222;117;0;1;0.0;1;0.0;1
/;20111222;1187;1;1;404.0;2;404.0;1
/;20111222;119;0;1;33.0;1;33.0;1
/;20111222;12;1;1;10.0;2;10.0;1
/;20111222;120;1;1;17.0;2;34.0;1
/;20111222;131;0;1;76.0;1;76.0;1
/;20111222;145;1;1;37.0;2;37.0;1
/;20111222;15;1;1;13.0;1;13.0;1
/;20111222;150;1;1;10.0;1;10.0;1
/;20111222;1564;1;1;55.5;2;111.0;1
/;20111222;1749;1;1;773.5;2;1547.0;1
/;20111222;178;1;1;12.0;1;12.0;1
/;20111222;1780;0;1;37.666.666.666.666.600;3;113.0;1
/;20111222;1910;1;1;852.5;2;1705.0;1
/;20111222;2024;0;1;19.0;1;19.0;1
/;20111222;21;0;1;0.0;1;0.0;1
/;20111222;25;1;1;11.0;1;11.0;1
/;20111222;27;2;2;12.0;3;36.0;2
/;20111222;294;1;1;23.0;1;23.0;1
/;20111222;2995;1;1;399.0;3;1197.0;1
/;20111222;3002;1;1;13.169.230.769.230.700;13;1712.0;1
/;20111222;33;1;1;18.0;1;18.0;1
/;20111222;334;1;1;165.0;2;330.0;1
/;20111222;3420;0;1;97.0;1;97.0;1
/;20111222;5099;0;1;62.375;9;499.0;1
/;20111222;5101;0;1;256.25;4;1025.0;1
/;20111222;60;1;1;13.0;1;13.0;1
/;20111222;604;1;1;28.5;2;57.0;1
/;20111222;697;0;1;48.0;3;144.0;1
/;20111222;84;1;1;27.0;1;27.0;1
/;20111222;86;1;1;3.0;1;3.0;1
/;20111222;9;2;2;9.0;2;18.0;2
/;20111223;0;18;17;0.0;18;0.0;18
/;20111223;100;0;1;16.0;1;16.0;1
/;20111223;1411;1;1;14.0;1;14.0;1
/;20111223;16;1;1;16.0;1;16.0;1
/;20111223;172;1;1;17.0;1;17.0;1
/;20111223;22;1;1;18.0;1;18.0;1
/;20111223;26;1;1;17.0;1;17.0;1
/;20111223;282;1;1;28.0;2;28.0;1
/;20111223;31;1;1;31.0;2;31.0;1
/;20111223;357;1;1;46.0;3;138.0;1
/;20111223;365;1;1;20.0;1;20.0;1
/;20111223;38;1;1;27.0;1;27.0;1
/;20111223;40;0;1;8.5;2;17.0;1
/;20111223;43;1;1;13.5;2;27.0;1
/;20111223;45;0;1;17.0;1;17.0;1
/;20111223;65;1;1;65.0;2;65.0;1
/;20111223;982;0;1;13.0;1;13.0;1
/;20111224;0;9;9;0.0;9;0.0;9
/;20111224;17;2;2;16.5;4;33.0;2
/;20111224;213;1;1;12.5;2;25.0;1
/;20111224;28;1;1;11.5;2;23.0;1
/;20111224;2827;0;1;8.0;1;8.0;1
/;20111224;29;1;1;16.0;1;16.0;1
/;20111224;33;0;1;16.0;1;16.0;1
/;20111224;389;0;1;0.0;1;0.0;1
/;20111224;40;1;1;33.333.333.333.333.300;3;10.0;1
/;20111224;51;1;1;13.0;2;13.0;1
/;20111224;61;2;2;40.5;2;81.0;2
/;20111224;63;0;1;22.0;1;22.0;1
/;20111224;8;1;1;8.0;1;8.0;1
/;20111224;881;0;1;31.0;1;31.0;1
/;20111224;9;1;1;9.0;1;9.0;1
/;20111225;0;5;5;0.0;5;0.0;5
/;20111225;105;2;2;14.5;2;29.0;2
/;20111225;109;1;1;16.5;3;33.0;1
/;20111225;17;1;1;17.0;2;17.0;1
/;20111225;20;0;1;0.0;1;0.0;1
/;20111225;2377;1;1;7.0;1;7.0;1
/;20111225;28;0;1;0.0;1;0.0;1
/;20111225;33;1;1;33.0;1;33.0;1
/;20111225;3464;1;1;6.333.333.333.333.330;3;19.0;1
/;20111225;37;1;1;16.0;2;32.0;1
/;20111225;372;0;1;0.0;1;0.0;1
/;20111225;44;0;1;7.0;1;7.0;1
/;20111225;47;1;1;11.0;1;11.0;1
/;20111225;60;1;1;60.0;2;60.0;1
/;20111225;62;0;1;0.0;1;0.0;1
/;20111225;66;1;1;29.0;1;29.0;1
/;20111226;0;10;10;0.0;11;0.0;10
/;20111226;146;1;1;146.0;2;146.0;1
/;20111226;2895;1;1;21.0;2;21.0;1
/;20111226;299;1;1;22.0;2;44.0;1
/;20111226;580;1;1;8.0;1;8.0;1
/;20111226;9;1;1;9.0;2;9.0;1
/;20111227;0;21;20;0.0;22;0.0;21
/;20111227;10;1;1;10.0;1;10.0;1
/;20111227;1003;1;1;154.2;5;771.0;1
/;20111227;105;1;1;105.0;1;105.0;1
/;20111227;114;1;1;13.0;2;26.0;1
/;20111227;1187;0;1;17.5;2;35.0;1
/;20111227;121;1;1;121.0;1;121.0;1
/;20111227;1223;0;1;12.0;2;24.0;1
/;20111227;126;1;1;126.0;2;126.0;1
/;20111227;1340;1;1;4.466.666.666.666.660;3;1340.0;1
/;20111227;16;1;1;16.0;2;16.0;1
/;20111227;17;1;1;17.0;1;17.0;1
/;20111227;19;2;2;7.666.666.666.666.660;4;23.0;2
/;20111227;1976;1;1;293.2;5;1466.0;1
/;20111227;249;1;1;82.5;2;165.0;1
/;20111227;255;1;1;6.428.571.428.571.420;8;45.0;1
/;20111227;2619;0;1;61.4;5;307.0;1
/;20111227;263;1;1;7.0;1;7.0;1
/;20111227;3442;1;1;13.0;1;13.0;1
/;20111227;594;0;1;187.0;2;187.0;1
/;20111227;6;1;1;6.0;1;6.0;1
/;20111227;610;1;1;16.0;1;16.0;1
/;20111227;7188;1;1;308.95;21;6179.0;1
/;20111227;738;1;1;18.0;1;18.0;1
/;20111227;7909;0;1;10.442.307.692.307.600;27;2715.0;1
/;20111227;8;1;1;8.0;1;8.0;1
/;20111227;918;0;1;9.0;3;27.0;1
/;20111228;0;14;14;0.0;14;0.0;14
/;20111228;11;1;1;11.0;1;11.0;1
